year,partner_code,partner,value,share_pct,rank,basis
2016,156,China,1223115,0.694,6,direct
2016,699,Índia,214737337,59.643,1,mirror
2016,704,Vietname,70648133,19.622,2,mirror
2016,112,Bielorrússia,33426600,9.284,3,mirror
2016,384,Costa do Marfim,10335066,2.871,4,mirror
2016,288,Gana,10029935,2.786,5,mirror
2016,784,Emirados Árabes Unidos,5344880,1.485,6,mirror
2016,768,Togo,3735324,1.037,7,mirror
2016,792,Turquia,1443105,0.401,8,mirror
2016,410,Coreia do Sul,1435067,0.399,9,mirror
2016,76,Brasil,1324394,0.368,10,mirror
2017,699,Índia,111887164,59.115,1,direct
2017,704,Vietname,37214847,19.662,2,direct
2017,702,Singapura,35386742,18.697,3,direct
2017,784,Emirados Árabes Unidos,2155087,1.139,4,direct
2017,528,Países Baixos,692300,0.366,5,direct
2017,344,Hong Kong (RAEHK),632500,0.334,6,direct
2017,156,China,575000,0.304,7,direct
2017,288,Gana,402500,0.213,8,direct
2017,360,Indonésia,230000,0.122,9,direct
2017,620,Portugal,89700,0.047,10,direct
2017,699,Índia,252785396,73.047,1,mirror
2017,704,Vietname,65836734,19.025,2,mirror
2017,768,Togo,7729623,2.234,3,mirror
2017,384,Costa do Marfim,6230566,1.8,4,mirror
2017,288,Gana,4922728,1.423,5,mirror
2017,251,França,2948887,0.852,6,mirror
2017,410,Coreia do Sul,1640034,0.474,7,mirror
2017,120,Camarões,1549484,0.448,8,mirror
2017,792,Turquia,937919,0.271,9,mirror
2017,156,China,402375,0.116,10,mirror
2018,699,Índia,108133992,44.173,1,direct
2018,156,China,71324918,29.136,2,direct
2018,702,Singapura,43691093,17.848,3,direct
2018,704,Vietname,15015018,6.134,4,direct
2018,784,Emirados Árabes Unidos,4173488,1.705,5,direct
2018,528,Países Baixos,1500000,0.613,6,direct
2018,344,Hong Kong (RAEHK),960250,0.392,7,direct
2018,699,Índia,130465259,82.747,1,mirror
2018,156,China,7638682,4.845,2,mirror
2018,384,Costa do Marfim,4036592,2.56,3,mirror
2018,288,Gana,3377684,2.142,4,mirror
2018,430,Liberia,2984475,1.893,5,mirror
2018,410,Coreia do Sul,2557528,1.622,6,mirror
2018,76,Brasil,1798328,1.141,7,mirror
2018,724,Espanha,982281,0.623,8,mirror
2018,528,Países Baixos,731356,0.464,9,mirror
2018,620,Portugal,657502,0.417,10,mirror
2019,699,Índia,123049866,49.141,1,mirror
2019,56,Bélgica,69229476,27.647,2,mirror
2019,384,Costa do Marfim,20917450,8.354,3,mirror
2019,156,China,8402360,3.356,4,mirror
2019,288,Gana,6932998,2.769,5,mirror
2019,430,Liberia,6004363,2.398,6,mirror
2019,784,Emirados Árabes Unidos,3645917,1.456,7,mirror
2019,410,Coreia do Sul,2467743,0.986,8,mirror
2019,842,EUA,1998402,0.798,9,mirror
2019,764,Tailândia,950566,0.38,10,mirror
2020,699,Índia,128735488,71.004,1,mirror
2020,384,Costa do Marfim,19034065,10.498,2,mirror
