year,partner_code,partner,value,share_pct,rank,basis
2011,56,Bélgica,1878866481,3.153,9,direct
2011,837,Bunkers,1433168752,2.405,10,direct
2011,724,Espanha,12865906983,22.748,1,mirror
2011,251,França,6715701649,11.874,2,mirror
2011,276,Alemanha,6548531186,11.578,3,mirror
2011,24,Angola,3455494969,6.11,4,mirror
2011,826,Reino Unido,2890234582,5.11,5,mirror
2011,842,EUA,2671205511,4.723,6,mirror
2011,528,Países Baixos,2227775520,3.939,7,mirror
2011,380,Itália,2169222527,3.835,8,mirror
2011,56,Bélgica,1887027749,3.336,9,mirror
2011,156,China,1162063935,2.055,10,mirror
2012,724,Espanha,13054721482,22.454,1,direct
2012,276,Alemanha,7195067373,12.375,2,direct
2012,251,França,6881657398,11.836,3,direct
2012,24,Angola,3843282354,6.61,4,direct
2012,826,Reino Unido,3068458587,5.278,5,direct
2012,528,Países Baixos,2408047689,4.142,6,direct
2012,842,EUA,2399013280,4.126,7,direct
2012,380,Itália,2135736554,3.673,8,direct
2012,56,Bélgica,1827713048,3.144,9,direct
2012,837,Bunkers,1509455979,2.596,10,direct
2012,724,Espanha,11511435285,20.147,1,mirror
2012,276,Alemanha,6265842653,10.967,2,mirror
2012,251,França,6239901877,10.921,3,mirror
2012,24,Angola,5378237289,9.413,4,mirror
2012,842,EUA,2706726969,4.737,5,mirror
2012,826,Reino Unido,2612969435,4.573,6,mirror
2012,528,Países Baixos,2189839417,3.833,7,mirror
2012,380,Itália,2065540957,3.615,8,mirror
2012,56,Bélgica,1846242777,3.231,9,mirror
2012,156,China,1514582001,2.651,10,mirror
2013,724,Espanha,14837359953,23.629,1,direct
2013,276,Alemanha,7312271265,11.645,2,direct
2013,251,França,7296868013,11.62,3,direct
2013,24,Angola,4132171422,6.581,4,direct
2013,826,Reino Unido,3468242692,5.523,5,direct
2013,842,EUA,2652012270,4.223,6,direct
2013,528,Países Baixos,2511665094,4.0,7,direct
2013,380,Itália,2077321517,3.308,8,direct
2013,56,Bélgica,1783136949,2.84,9,direct
2013,837,Bunkers,1479429384,2.356,10,direct
2013,724,Espanha,13232286804,21.579,1,mirror
2013,276,Alemanha,6781727953,11.06,2,mirror
2013,251,França,6750280594,11.008,3,mirror
2013,24,Angola,4339196450,7.076,4,mirror
2013,826,Reino Unido,3029935587,4.941,5,mirror
2013,842,EUA,2936552468,4.789,6,mirror
2013,528,Países Baixos,2421286305,3.949,7,mirror
2013,380,Itália,2015986277,3.288,8,mirror
2013,56,Bélgica,1718591187,2.803,9,mirror
2013,156,China,1399460781,2.282,10,mirror
2014,724,Espanha,14990403118,23.483,1,direct
2014,251,França,7517086415,11.776,2,direct
2014,276,Alemanha,7462325681,11.69,3,direct
2014,24,Angola,4221779852,6.614,4,direct
2014,826,Reino Unido,3910856321,6.127,5,direct
2014,842,EUA,2803995107,4.393,6,direct
2014,528,Países Baixos,2535512937,3.972,7,direct
2014,380,Itália,2044748255,3.203,8,direct
2014,56,Bélgica,1731078211,2.712,9,direct
2014,837,Bunkers,1411632983,2.211,10,direct
2014,724,Espanha,13529848395,21.484,1,mirror
2014,276,Alemanha,6915294840,10.981,2,mirror
2014,251,França,6721992210,10.674,3,mirror
2014,24,Angola,4781920802,7.593,4,mirror
2014,826,Reino Unido,3701233405,5.877,5,mirror
2014,842,EUA,3323709418,5.278,6,mirror
2014,528,Países Baixos,2327550399,3.696,7,mirror
2014,380,Itália,2009201772,3.19,8,mirror
2014,156,China,1663291480,2.641,9,mirror
2014,56,Bélgica,1456820489,2.313,10,mirror
2015,724,Espanha,13652195066,24.802,1,direct
2015,251,França,6689069379,12.152,2,direct
